code,date,lstm,arima,fbprophet,RL,mail_news,mail_news_nsi,asia_news,asia_news_nsi,sampro_youtube,hk_youtube,suka_youtube,close,change
005930,2021-09-24,76530.4765625,77680.41069898686,75640.57164958345,-1,0.43888888888888883,87.94444444444446,0.6452922077922078,129.0584415584416,0.3010847670957446,0.48434842098504305,,77300,-0.0012919896640827266
005930,2021-09-27,76494.00732421875,77162.59166319207,75077.12722308596,-1,0.46554834054834054,93.3823953823954,0.6834075281443702,136.86571615518986,0.18567581474781036,0.21809504926204681,,77700,0.005174644243208348
005930,2021-09-28,76549.453125,77641.18038252764,75002.44598722245,0,0.5718073593073593,114.67965367965367,0.24771524771524772,49.543049543049534,0.3984780577676637,0.32479868332544964,,76300,-0.018018018018018056
005930,2021-09-29,76968.37841796875,76541.42479116977,74670.60142806057,1,0.5097402597402598,102.03896103896105,0.45424174602269485,91.04065689684666,0.2841523662209511,0.44273974001407623,,74100,-0.028833551769331556
005930,2021-09-30,76444.21435546875,73766.2246482903,74424.66033840457,-1,0.5082417582417582,101.95604395604397,0.28242424242424236,56.68484848484849,0.4166862815618515,0.604040190577507,,74100,0.0
005930,2021-10-01,75526.44482421875,74356.54373860663,74161.2711676581,-1,0.5833333333333333,116.66666666666666,0.3494281045751633,70.01062091503266,0.524279254488647,0.6707292050123215,,73200,-0.012145748987854255
005930,2021-10-05,74934.71948242188,73154.84684634606,73402.64311372621,0,0.517969566353187,103.8439132706374,0.41322608688611,82.73896737722201,0.3942948492864768,0.5615935735404491,,72200,-0.013661202185792365
005930,2021-10-06,73872.15869140625,72071.07993290284,73077.15404534238,-1,0.2958201058201058,59.43068783068782,0.3741213295561121,74.96062954758605,0.31529077515006065,0.994369387626648,,71300,-0.012465373961218829
005930,2021-10-07,72705.81982421875,71576.10273412353,72849.9707016387,-1,0.6677701383583736,133.61285120108653,0.6305916305916306,126.4040404040404,0.3897289087375005,0.455039918422699,,71600,0.004207573632538653
005930,2021-10-08,72426.26037597656,71374.28901854208,72616.95138605958,-1,0.5093240093240093,101.95571095571094,0.3333333333333333,66.66666666666667,0.0729479044675827,0.2819799780845642,,71900,0.0041899441340782495
