,const,code,date,lstm,arima,fbprophet,RL,mail_news,mail_news_nsi,asia_news,asia_news_nsi,sampro_youtube,hk_youtube,suka_youtube,change,logit,up_ratio
0,1.0,5930,2021-09-24,76530.4765625,77680.41069898686,75640.57164958345,-1,0.4388888888888888,87.94444444444444,0.6452922077922078,129.05844155844161,0.3010847670957446,0.4843484209850431,0.0,-1,-1,0.028802848213793406
1,1.0,5930,2021-09-27,76494.00732421875,77162.59166319207,75077.12722308596,-1,0.4655483405483405,93.3823953823954,0.6834075281443702,136.86571615518986,0.1856758147478104,0.2180950492620468,0.0,1,-1,0.020163194394887434
2,1.0,5930,2021-09-28,76549.453125,77641.18038252764,75002.44598722245,0,0.5718073593073593,114.67965367965368,0.2477152477152477,49.543049543049534,0.3984780577676637,0.32479868332544964,0.0,-1,-1,0.01177997161800702
3,1.0,5930,2021-09-29,76968.37841796875,76541.42479116977,74670.60142806057,1,0.5097402597402598,102.03896103896105,0.4542417460226949,91.04065689684666,0.2841523662209511,0.4427397400140762,0.0,-1,-1,0.006812596764719009
4,1.0,5930,2021-09-30,76444.21435546875,73766.2246482903,74424.66033840457,-1,0.5082417582417582,101.95604395604396,0.2824242424242424,56.68484848484849,0.4166862815618515,0.6040401905775071,0.0,0,-1,0.006259574952134668
5,1.0,5930,2021-10-01,75526.44482421875,74356.54373860662,74161.2711676581,-1,0.5833333333333333,116.66666666666666,0.3494281045751633,70.01062091503266,0.5242792544886471,0.6707292050123215,0.0,-1,-1,0.0156593281098344
6,1.0,5930,2021-10-05,74934.71948242188,73154.84684634606,73402.64311372621,0,0.517969566353187,103.8439132706374,0.41322608688611,82.73896737722201,0.3942948492864768,0.5615935735404491,0.0,-1,-1,0.013342056558005355
7,1.0,5930,2021-10-06,73872.15869140625,72071.07993290284,73077.15404534237,-1,0.2958201058201058,59.430687830687816,0.3741213295561121,74.96062954758605,0.31529077515006065,0.994369387626648,0.0,-1,-1,0.016615506269342783
8,1.0,5930,2021-10-07,72705.81982421875,71576.10273412353,72849.9707016387,-1,0.6677701383583736,133.61285120108653,0.6305916305916306,126.40404040404042,0.3897289087375005,0.455039918422699,0.0,1,-1,0.110554672010802
9,1.0,5930,2021-10-08,72426.26037597656,71374.28901854207,72616.95138605958,-1,0.5093240093240093,101.95571095571094,0.3333333333333333,66.66666666666667,0.0729479044675827,0.2819799780845642,0.0,1,-1,0.05905670533193368
