,const,code,date,lstm,arima,fbprophet,RL,mail_news,mail_news_nsi,asia_news,asia_news_nsi,sampro_youtube,hk_youtube,suka_youtube,change,logit,up_ratio
0,1.0,68270,2021-09-24,284338.2871747017,283564.83800737193,261258.72306381282,0,0.6666666666666666,133.33333333333334,0.5302579365079365,106.21825396825398,0.3661682593325774,0.2683927118778229,0.0,-1,-1,0.21771492910195758
1,1.0,68270,2021-09-27,276306.6686987877,276013.25777056447,257965.27527672664,0,0.3333333333333333,66.66666666666667,0.6071428571428572,121.42857142857143,0.11035582423210144,0.2683927118778229,0.0,-1,-1,0.24807455249198995
2,1.0,68270,2021-09-28,271231.1862707138,268865.55903987173,256037.65009184266,0,0.2857142857142857,57.14285714285714,0.6071428571428572,121.42857142857143,0.17228135466575625,0.2683927118778229,0.0,-1,-1,0.31456937900833415
3,1.0,68270,2021-09-29,264285.76105833054,264366.4266169934,254079.95688730635,-1,0.4583333333333333,91.66666666666669,0.0,0.0,0.11413507163524628,0.2683927118778229,0.0,-1,-1,0.2790953298189899
4,1.0,68270,2021-09-30,259012.51989603046,261291.31621639465,253313.589264612,0,0.5,100.0,0.0,0.0,0.11413507163524628,0.2683927118778229,0.0,-1,-1,0.30647356164352163
5,1.0,68270,2021-10-01,260603.1497716904,259250.2712562009,252904.42752719996,-1,0.5,100.0,0.30081699346405233,60.33006535947714,0.11413507163524628,0.2683927118778229,0.0,-1,-1,0.3808083279637749
6,1.0,68270,2021-10-05,258731.05853796005,248176.54477189324,247621.6096463707,1,0.4571428571428572,91.42857142857143,0.2770851370851371,55.51702741702743,0.1411760449409485,0.2683927118778229,0.0,-1,-1,0.4906970275346514
7,1.0,68270,2021-10-06,237839.91295099253,219965.17201814972,245614.5960947531,0,0.2371428571428572,47.42857142857143,0.16058940484406325,32.11788096881264,0.5379168689250946,0.2683927118778229,0.0,-1,1,0.8178840564964552
8,1.0,68270,2021-10-07,231406.7492932081,212584.39694291708,244758.53093439282,1,0.2371428571428572,47.42857142857143,0.6278409090909091,125.5681818181818,0.18013814091682434,0.2683927118778229,0.0,1,1,0.900255654696687
9,1.0,68270,2021-10-08,220869.49383467442,213804.45950611925,244228.8492402366,-1,0.2371428571428572,47.42857142857143,0.6278409090909091,125.5681818181818,0.0729479044675827,0.2683927118778229,0.0,1,1,0.8749709320902707
