code,date,lstm,arima,fbprophet,RL,mail_news,mail_news_nsi,asia_news,asia_news_nsi,sampro_youtube,hk_youtube,suka_youtube,close,change
51910,2021-09-15,733916.5711402894,729389.6755600139,750428.6450766787,1,0.55,110.0,0.5360325948561243,107.20651897122484,0.9310327768325806,,0.5087302923202515,718000,-0.021798365122615796
51910,2021-09-16,730745.0791597365,711531.4129532613,755533.3882912343,0,0.31666666666666665,63.33333333333334,0.7838624338624339,156.77248677248676,0.9310327768325806,0.7894230484962463,0.5087302923202515,716000,-0.0027855153203342198
51910,2021-09-17,727474.1982221603,705344.8463829649,755657.1046096314,-1,0.6333333333333333,126.86666666666665,0.2913553113553113,58.27106227106229,0.9310327768325806,0.7894230484962463,0.5087302923202515,701000,-0.020949720670391025
51910,2021-09-23,723239.9103045464,689864.1566452001,748824.7214819058,-1,0.5333333333333333,106.66666666666666,0.5487525632262474,109.75051264524949,0.036642078310251236,0.7637104988098145,0.5087302923202515,760000,0.08416547788873041
51910,2021-09-24,721332.2483599186,772048.2420114914,747809.0204713356,-1,0.2,40.00000000000001,0.4203869047619048,84.07738095238095,0.061370400711894035,0.7637104988098145,0.5087302923202515,761000,0.0013157894736841589
51910,2021-09-27,721468.4153199196,775235.263125733,738985.4988536821,-1,0.8333333333333334,166.66666666666666,0.5218253968253969,104.36507936507937,0.1504715383052826,0.3436179757118225,0.5087302923202515,770000,0.01182654402102501
51910,2021-09-28,725266.1117613316,794974.5255719866,736767.8342095113,-1,0.31746031746031744,63.492063492063494,0.18181818181818185,36.36363636363637,0.2781711295247078,0.3436179757118225,0.5087302923202515,776000,0.007792207792207685
51910,2021-09-29,730308.2846999168,781150.8241646684,730421.0994760926,-1,0.0,0.0,0.0,0.0,0.11413507163524628,0.931218683719635,0.5087302923202515,767000,-0.011597938144329856
51910,2021-09-30,732722.7558493614,769613.2687277277,733394.3115445715,1,0.4166666666666667,83.66666666666667,0.0,0.0,0.14089817305405936,0.931218683719635,0.5087302923202515,776000,0.011734028683181295
51910,2021-10-01,736871.8081712724,777926.1110860361,731385.0129520328,-1,0.7426900584795323,148.53801169590642,0.6347826086956522,126.95652173913044,0.3677166936298211,0.9657880663871764,0.5087302923202515,770000,-0.0077319587628865705
