code,date,lstm,arima,fbprophet,RL,mail_news,mail_news_nsi,asia_news,asia_news_nsi,sampro_youtube,hk_youtube,suka_youtube,close,change
5930,2021-09-15,75635.24267578125,76491.08497472803,76623.2358624819,-1,0.7823529411764706,156.7647058823529,0.5076208513708514,101.85750360750359,0.3713306917084588,0.5125603526830673,0.5087305903434753,77000,
5930,2021-09-16,75637.32958984375,76936.87973354082,76644.81668759834,0,0.5472222222222222,109.86111111111109,0.5895424836601307,118.08496732026144,0.3713306917084588,0.5636259615421295,0.5087305903434753,76100,
5930,2021-09-17,76096.15283203125,76320.41718345125,76621.52012548642,-1,0.7721088435374149,154.42176870748295,0.548018648018648,109.87645687645691,0.2435145179430644,0.5351220965385437,0.5087305903434753,77200,
5930,2021-09-23,76369.52661132812,76895.10958142759,76429.80359181295,-1,0.6597967250141163,132.30717108977976,0.5645161163859226,113.11374959297396,0.29997785687446593,0.5807233676314354,0.5087305903434753,77400,
5930,2021-09-24,76418.15063476562,77680.41069898686,76287.74944202403,-1,0.4388888888888888,87.94444444444444,0.6452922077922078,129.05844155844161,0.3010847717523575,0.4843483939766884,0.5087305903434753,77300,
5930,2021-09-27,76359.40673828125,77162.59166319207,75936.43952160457,-1,0.4655483405483406,93.3823953823954,0.6834075281443702,136.86571615518983,0.1856757402420044,0.21809494495391848,0.5087305903434753,77700,
5930,2021-09-28,76422.0,77641.18038252764,75967.82153906282,0,0.5718073593073593,114.67965367965368,0.2477152477152477,49.543049543049534,0.3984779928411756,0.3247986237208049,0.5087305903434753,76300,
5930,2021-09-29,76854.09106445312,76541.42479116977,75715.30224376015,1,0.5097402597402598,102.03896103896105,0.4542417460226949,91.04065689684666,0.2841522693634033,0.4427396953105927,0.5087305903434753,74100,
5930,2021-09-30,76312.1123046875,73766.2246482903,75549.74877666075,-1,0.5082417582417582,101.95604395604393,0.2824242424242424,56.68484848484849,0.4166861687387739,0.604040116071701,0.5087305903434753,74100,
5930,2021-10-01,75350.94018554688,74356.54373860662,75355.39555011716,-1,0.5082417582417582,101.95604395604393,0.2824242424242424,56.68484848484849,0.6680860420068105,0.9657880663871764,0.5087305903434753,73200,
51910,2021-09-15,733916.5711402894,729389.6755600139,750428.6450766787,1,0.55,110.0,0.5360325948561243,107.20651897122484,0.9310327768325806,,0.5087302923202515,718000,-0.0217983651226158
51910,2021-09-16,730745.0791597365,711531.4129532613,755533.3882912344,0,0.31666666666666665,63.33333333333334,0.7838624338624339,156.77248677248676,0.9310327768325806,0.7894230484962463,0.5087302923202515,716000,-0.0027855153203342198
51910,2021-09-17,727474.1982221603,705344.8463829649,755657.1046096314,-1,0.6333333333333333,126.86666666666665,0.2913553113553113,58.27106227106229,0.9310327768325806,0.7894230484962463,0.5087302923202515,701000,-0.020949720670391025
51910,2021-09-23,723239.9103045464,689864.1566452001,748824.7214819058,-1,0.5333333333333333,106.66666666666666,0.5487525632262474,109.75051264524949,0.036642078310251236,0.7637104988098145,0.5087302923202515,760000,0.08416547788873041
51910,2021-09-24,721332.2483599186,772048.2420114914,747809.0204713356,-1,0.2,40.00000000000001,0.4203869047619048,84.07738095238095,0.061370400711894035,0.7637104988098145,0.5087302923202515,761000,0.0013157894736841589
51910,2021-09-27,721468.4153199196,775235.263125733,738985.4988536821,-1,0.8333333333333334,166.66666666666666,0.5218253968253969,104.36507936507937,0.1504715383052826,0.3436179757118225,0.5087302923202515,770000,0.01182654402102501
51910,2021-09-28,725266.1117613316,794974.5255719866,736767.8342095113,-1,0.31746031746031744,63.492063492063494,0.18181818181818185,36.36363636363637,0.2781711295247078,0.3436179757118225,0.5087302923202515,776000,0.007792207792207685
51910,2021-09-29,730308.2846999168,781150.8241646684,730421.0994760926,-1,0.0,0.0,0.0,0.0,0.11413507163524628,0.931218683719635,0.5087302923202515,767000,-0.011597938144329856
51910,2021-09-30,732722.7558493614,769613.2687277277,733394.3115445715,1,0.4166666666666667,83.66666666666667,0.0,0.0,0.14089817305405936,0.931218683719635,0.5087302923202515,776000,0.011734028683181295
51910,2021-10-01,736871.8081712724,777926.1110860361,731385.0129520328,-1,0.7426900584795323,148.53801169590642,0.6347826086956522,126.95652173913044,0.3677166936298211,0.9657880663871764,0.5087302923202515,770000,-0.0077319587628865705
660,2021-09-15,107611.11083984376,107531.57090602293,105170.10380529622,-1,1.0,200.0,0.4090007215007215,81.8001443001443,0.3850813746452332,,0.5087302923202515,107500,0.0
660,2021-09-16,106315.30078125,107757.07600515801,105230.19699837182,-1,0.5777777777777778,115.55555555555556,0.7892857142857143,157.85714285714286,0.3850813746452332,0.4218718335032463,0.5087302923202515,104000,-0.032558139534883734
660,2021-09-17,106507.1044921875,104246.15703999254,105085.16156945533,0,0.5,100.0,0.3056410256410257,61.12820512820512,0.24351458872358006,0.5351223945617676,0.5087302923202515,107000,0.028846153846153744
660,2021-09-23,105733.52880859376,106592.23490395244,104010.98601774123,-1,0.5,100.33333333333331,0.4713474025974026,94.51948051948051,0.4616166651248932,0.3979600009818872,0.5087302923202515,105500,-0.014018691588784993
660,2021-09-24,105307.0927734375,105347.85773079506,103765.70808027734,1,0.18666666666666668,37.333333333333336,0.4577380952380953,91.54761904761908,0.07909926027059555,0.36501017212867737,0.5087302923202515,104000,-0.014218009478673022
660,2021-09-27,105843.4697265625,104174.31421801554,102621.66838668432,1,0.35714285714285715,71.42857142857143,0.5256832910679065,105.36742744435051,0.16317216865718365,0.36501017212867737,0.5087302923202515,104500,0.004807692307692291
660,2021-09-28,104409.90185546876,104586.03188903985,102742.23796571477,-1,0.4031746031746032,80.80158730158729,0.2820616883116883,56.537337662337656,0.3264857396483421,0.36501017212867737,0.5087302923202515,103500,-0.009569377990430672
660,2021-09-29,105048.02099609376,103492.60329434244,102328.02632280011,0,0.35714285714285715,71.42857142857143,0.35,70.0,0.2841523662209511,0.36501017212867737,0.5087302923202515,100000,-0.03381642512077298
660,2021-09-30,101771.48950195312,99993.48999704183,102223.08722041131,0,0.2,40.0,0.0,0.0,0.2673412437240283,0.4959559440612793,0.5087302923202515,103000,0.030000000000000027
660,2021-10-01,101373.72241210938,102619.70815488418,101927.3133233439,0,0.5,100.0,0.2,40.25,0.3677166936298211,0.9657880663871764,0.5087302923202515,100000,-0.029126213592233
5380,2021-09-15,208400.8681640625,209285.27396154302,208127.2185055436,-1,0.7820512820512822,156.7948717948718,0.5997638724911453,119.99822904368362,0.26052141189575195,0.5721736550331116,0.5087302923202515,209500,0.0023923444976077235
5380,2021-09-16,207487.6181640625,208903.05561300518,207680.2785838752,-1,0.6777777777777777,135.77777777777777,0.8373015873015872,167.46031746031744,0.26052141189575195,0.054320618510246284,0.5087302923202515,208000,-0.007159904534606244
5380,2021-09-17,207240.556640625,208203.58735478114,207571.35783294935,-1,0.7333333333333333,146.96666666666667,0.6435897435897436,128.88461538461542,0.26052141189575195,0.07044268399477005,0.5087302923202515,209000,0.004807692307692291
5380,2021-09-23,206701.34375,209323.97121039292,206477.88129006478,-1,0.7105392156862744,142.40196078431367,0.5811482168625025,116.32488146773859,0.5131584722548723,0.8467106620470682,0.5087302923202515,208500,-0.0023923444976076125
5380,2021-09-24,206449.75390625,208031.12372107845,205965.48073148733,1,0.4814814814814815,96.29629629629629,0.41359126984126987,82.71825396825399,0.04364154115319252,0.8467106620470682,0.5087302923202515,207000,-0.007194244604316501
5380,2021-09-27,206681.31640625,206995.43014472187,204422.28976199302,-1,0.4036446886446887,80.82893772893772,0.3958333333333333,79.41666666666666,0.5603423813978831,0.28985561989247804,0.5087302923202515,204000,-0.01449275362318836
5380,2021-09-28,205415.19140625,204013.8533999525,204156.30084190468,1,0.3630952380952381,72.86904761904762,0.5347222222222222,106.94444444444444,0.4103037938475609,0.2719967067241669,0.5087302923202515,201500,-0.01225490196078427
5380,2021-09-29,204147.9931640625,201076.5366886548,203163.72642660013,-1,0.6333333333333333,127.0,0.4393114241001565,88.2622848200313,0.2841523662209511,0.4448858002821605,0.5087302923202515,201500,0.0
5380,2021-09-30,203129.8359375,201746.32768701523,201817.4299912266,1,0.6581632653061226,132.20408163265307,0.7222222222222223,144.77777777777774,0.8282877206802368,0.4313119351863861,0.5087302923202515,200000,-0.0074441687344912735
5380,2021-10-01,202319.2109375,199969.27576039504,200766.6655174484,-1,0.09090909090909093,18.181818181818173,0.5752380952380952,115.04761904761904,0.09285884350538254,0.9775935709476472,0.5087302923202515,193500,-0.032499999999999966
68270,2021-09-15,260272.1240234375,262805.0949753585,274785.4776645103,-1,,,0.35714285714285715,71.42857142857143,,,0.5087302923202515,272500,0.03612167300380231
68270,2021-09-16,266626.185546875,270830.47392515175,274723.3076961755,0,,,0.35714285714285715,71.42857142857143,0.5025660786777735,0.3641533255577088,0.5087302923202515,267000,-0.020183486238532056
68270,2021-09-17,267362.3671875,266370.6096988693,275044.53655701684,-1,0.5,100.33333333333331,0.3056410256410257,61.328205128205134,0.5025660786777735,0.3641533255577088,0.5087302923202515,275500,0.03183520599250933
68270,2021-09-23,271181.423828125,273738.5176149943,271977.50714113005,-1,0.4652777777777777,93.2222222222222,0.3954545454545455,79.2159090909091,0.08285627886652946,0.3641533255577088,0.5087302923202515,284500,0.032667876588021734
68270,2021-09-24,279808.16796875,283564.83800737193,272437.23269717174,0,0.6666666666666666,133.33333333333334,0.5302579365079365,106.21825396825398,0.3661682593325774,0.2683927118778229,0.5087302923202515,274500,-0.03514938488576447
68270,2021-09-27,272324.314453125,276013.25777056447,271964.1275009596,0,0.3333333333333333,66.66666666666667,0.6071428571428572,121.42857142857143,0.11035582423210144,0.2683927118778229,0.5087302923202515,267500,-0.025500910746812374
68270,2021-09-28,267896.69140625,268865.55903987173,271142.5188051394,0,0.2857142857142857,57.14285714285714,0.6071428571428572,121.42857142857143,0.17228135466575625,0.2683927118778229,0.5087302923202515,263500,-0.01495327102803734
68270,2021-09-29,261424.7626953125,264366.4266169934,270097.71266269905,-1,0.4583333333333333,91.66666666666669,0.0,0.0,0.11413507163524628,0.2683927118778229,0.5087302923202515,261000,-0.009487666034155628
68270,2021-09-30,256538.7275390625,261291.31621639465,270245.66196591075,0,0.5,100.0,0.0,0.0,0.11413507163524628,0.2683927118778229,0.5087302923202515,259500,-0.005747126436781658
68270,2021-10-01,257239.6201171875,259250.2712562009,270760.54375539627,-1,0.5,100.0,0.3,60.16666666666666,0.11413507163524628,0.2683927118778229,0.5087302923202515,248000,-0.04431599229287087
