Date,Open,High,Low,Close,Volume,Change,BPS,PER,PBR,EPS,DIV,DPS,Action,act
2021-03-08,911000,915000,889000,890000,289075,-0.015486725663716783,217230,217.87,4.1,4085,0.22,2000,2,2
2021-03-09,888000,890000,850000,861000,436628,-0.032584269662921383,217230,210.77,3.96,4085,0.23,2000,2,2
2021-03-10,910000,914000,886000,891000,364520,0.03484320557491283,217230,218.12,4.1,4085,0.22,2000,2,2
2021-03-11,907000,943000,895000,939000,601480,0.05387205387205385,217230,229.87,4.32,4085,0.21,2000,1,2
2021-03-12,962000,963000,940000,944000,255668,0.005324813631522929,217230,231.09,4.35,4085,0.21,2000,2,2
2021-03-15,960000,975000,948000,966000,336241,0.02330508474576276,217230,236.47,4.45,4085,0.21,2000,1,2
2021-03-16,917000,935000,885000,891000,941008,-0.07763975155279501,217230,218.12,4.1,4085,0.22,2000,2,2
2021-03-17,881000,882000,843000,857000,780786,-0.038159371492704874,217230,209.79,3.95,4085,0.23,2000,2,2
2021-03-18,865000,875000,857000,861000,554558,0.004667444574095736,217230,210.77,3.96,4085,0.23,2000,2,2
2021-03-19,840000,846000,829000,830000,537750,-0.03600464576074336,217230,203.18,3.82,4085,0.24,2000,2,2
2021-03-22,826000,828000,796000,805000,595899,-0.030120481927710885,217230,197.06,3.71,4085,0.25,2000,0,2
2021-03-23,809000,814000,774000,775000,727322,-0.037267080745341574,217230,189.72,3.57,4085,0.26,2000,2,2
2021-03-24,771000,792000,770000,784000,506234,0.011612903225806548,217230,191.92,3.61,4085,0.26,2000,2,2
2021-03-25,800000,805000,782000,788000,530883,0.005102040816326481,217230,192.9,3.63,4085,0.25,2000,2,2
2021-03-26,795000,806000,781000,802000,624049,0.017766497461928932,217230,196.33,3.69,4085,0.25,2000,2,2
2021-03-29,805000,812000,791000,799000,275352,-0.0037406483790524137,217230,195.59,3.68,4085,0.25,2000,2,2
2021-03-30,802000,816000,788000,808000,372673,0.01126408010012514,217230,197.8,3.72,4085,0.25,2000,0,2
2021-03-31,823000,826000,805000,805000,374401,-0.003712871287128716,217230,197.06,3.71,4085,0.25,2000,1,2
2021-04-01,817000,822000,811000,819000,361295,0.017391304347825987,217230,200.49,3.77,4085,0.24,2000,2,2
2021-04-02,830000,833000,822000,828000,283958,0.01098901098901095,217230,202.69,3.81,4085,0.24,2000,1,2
2021-04-05,828000,835000,815000,817000,188784,-0.01328502415458932,217230,200.0,3.76,4085,0.24,2000,2,2
2021-04-06,821000,822000,801000,812000,265899,-0.006119951040391647,217230,198.78,3.74,4085,0.25,2000,1,2
2021-04-07,815000,836000,808000,811000,279211,-0.0012315270935960854,217230,198.53,3.73,4085,0.25,2000,2,2
2021-04-08,811000,814000,803000,810000,288954,-0.0012330456226880004,217230,198.29,3.73,4085,0.25,2000,1,2
2021-04-09,814000,816000,804000,812000,376621,0.0024691358024691024,217230,198.78,3.74,4085,0.25,2000,1,2
2021-04-12,845000,845000,816000,817000,485379,0.006157635467980205,217230,200.0,3.76,4085,0.24,2000,1,2
2021-04-13,825000,875000,822000,868000,713786,0.062423500611995086,217230,212.48,4.0,4085,0.23,2000,1,2
2021-04-14,892000,899000,871000,897000,555279,0.033410138248847865,217230,219.58,4.13,4085,0.22,2000,1,2
2021-04-15,898000,898000,881000,891000,299044,-0.006688963210702337,217230,218.12,4.1,4085,0.22,2000,1,2
2021-04-16,897000,910000,891000,897000,271425,0.006734006734006703,217230,219.58,4.13,4085,0.22,2000,0,2
2021-04-19,903000,904000,881000,881000,268880,-0.017837235228539527,217230,215.67,4.06,4085,0.23,2000,2,2
2021-04-20,884000,895000,882000,893000,232900,0.013620885357548351,217230,218.6,4.11,4085,0.22,2000,2,2
2021-04-21,884000,889000,864000,864000,361883,-0.03247480403135494,217230,211.51,3.98,4085,0.23,2000,2,2
2021-04-22,872000,881000,867000,871000,201220,0.00810185185185186,217230,213.22,4.01,4085,0.23,2000,2,2
2021-04-23,877000,879000,855000,874000,210739,0.003444316877152742,217230,213.95,4.02,4085,0.23,2000,1,2
2021-04-26,880000,885000,865000,883000,219608,0.010297482837528626,217230,216.16,4.06,4085,0.23,2000,2,2
2021-04-27,891000,903000,886000,891000,404010,0.009060022650056565,217230,218.12,4.1,4085,0.22,2000,0,2
2021-04-28,890000,895000,873000,890000,341070,-0.001122334455667784,217230,217.87,4.1,4085,0.22,2000,0,2
2021-04-29,915000,965000,913000,951000,1405704,0.06853932584269673,217230,232.8,4.38,4085,0.21,2000,1,2
2021-04-30,950000,950000,918000,932000,657252,-0.019978969505783373,217230,228.15,4.29,4085,0.21,2000,0,2
2021-05-03,935000,935000,899000,907000,344795,-0.02682403433476399,230440,136.06,3.94,6666,1.1,10000,2,2
2021-05-04,905000,927000,895000,920000,297052,0.014332965821389099,230440,138.01,3.99,6666,1.09,10000,1,2
2021-05-06,915000,939000,911000,938000,330040,0.019565217391304346,230440,140.71,4.07,6666,1.07,10000,1,2
2021-05-07,938000,941000,919000,919000,221711,-0.02025586353944564,230440,137.86,3.99,6666,1.09,10000,0,2
2021-05-10,930000,931000,908000,912000,214715,-0.007616974972796564,230440,136.81,3.96,6666,1.1,10000,1,2
2021-05-11,912000,922000,905000,911000,327452,-0.0010964912280702066,230440,136.66,3.95,6666,1.1,10000,1,2
2021-05-12,912000,913000,860000,863000,494315,-0.052689352360043906,230440,129.46,3.75,6666,1.16,10000,2,2
2021-05-13,848000,858000,843000,850000,299954,-0.015063731170335992,230440,127.51,3.69,6666,1.18,10000,2,2
2021-05-14,852000,865000,846000,854000,218492,0.004705882352941115,230440,128.11,3.71,6666,1.17,10000,1,2
2021-05-17,862000,867000,854000,860000,126099,0.007025761124121788,230440,129.01,3.73,6666,1.16,10000,2,2
2021-05-18,868000,889000,865000,881000,185804,0.024418604651162745,230440,132.16,3.82,6666,1.14,10000,0,2
2021-05-20,915000,915000,887000,903000,318001,0.02497162315550505,230440,135.46,3.92,6666,1.11,10000,2,2
2021-05-21,913000,915000,881000,894000,228349,-0.009966777408637828,230440,134.11,3.88,6666,1.12,10000,0,2
2021-05-24,894000,901000,882000,892000,150518,-0.0022371364653244186,230440,133.81,3.87,6666,1.12,10000,0,2
2021-05-25,897000,907000,889000,892000,164647,0.0,230440,133.81,3.87,6666,1.12,10000,2,2
2021-05-26,880000,880000,832000,832000,760533,-0.06726457399103136,230440,124.81,3.61,6666,1.2,10000,2,2
2021-05-27,824000,825000,791000,803000,938480,-0.034855769230769273,230440,120.46,3.48,6666,1.25,10000,2,2
2021-05-28,813000,835000,809000,832000,409642,0.036114570361145626,230440,124.81,3.61,6666,1.2,10000,2,2
2021-05-31,831000,831000,811000,819000,265930,-0.015625,230440,122.86,3.55,6666,1.22,10000,0,2
2021-06-01,818000,830000,818000,825000,175369,0.0073260073260073,230440,123.76,3.58,6666,1.21,10000,2,2
2021-06-02,826000,826000,805000,807000,322361,-0.021818181818181848,230440,121.06,3.5,6666,1.24,10000,1,2
2021-06-03,807000,818000,803000,812000,264741,0.006195786864931829,230440,121.81,3.52,6666,1.23,10000,2,2
2021-06-04,810000,810000,803000,809000,245210,-0.003694581280788145,230440,121.36,3.51,6666,1.24,10000,2,2
2021-06-07,813000,819000,808000,814000,188145,0.006180469715698411,230440,122.11,3.53,6666,1.23,10000,1,2
2021-06-08,812000,814000,806000,808000,196826,-0.0073710073710073765,230440,121.21,3.51,6666,1.24,10000,2,2
2021-06-09,807000,810000,801000,802000,147055,-0.007425742574257432,230440,120.31,3.48,6666,1.25,10000,2,2
2021-06-10,803000,808000,795000,807000,288927,0.006234413965087171,230440,121.06,3.5,6666,1.24,10000,1,2
2021-06-11,809000,850000,807000,850000,507734,0.053283767038413865,230440,127.51,3.69,6666,1.18,10000,2,2
2021-06-14,841000,842000,824000,827000,220818,-0.027058823529411802,230440,124.06,3.59,6666,1.21,10000,2,2
2021-06-15,834000,841000,817000,820000,256471,-0.008464328899637219,230440,123.01,3.56,6666,1.22,10000,2,2
2021-06-16,820000,820000,806000,808000,297754,-0.014634146341463428,230440,121.21,3.51,6666,1.24,10000,1,2
2021-06-17,819000,840000,815000,835000,467626,0.033415841584158334,230440,125.26,3.62,6666,1.2,10000,2,2
2021-06-18,835000,840000,821000,822000,252978,-0.015568862275449069,230440,123.31,3.57,6666,1.22,10000,1,2
2021-06-21,812000,826000,807000,822000,144762,0.0,230440,123.31,3.57,6666,1.22,10000,2,2
2021-06-22,825000,844000,824000,842000,243411,0.024330900243308973,230440,126.31,3.65,6666,1.19,10000,2,2
2021-06-23,846000,846000,825000,835000,220075,-0.008313539192399078,230440,125.26,3.62,6666,1.2,10000,0,2
2021-06-24,837000,839000,827000,831000,188866,-0.004790419161676662,230440,124.66,3.61,6666,1.2,10000,2,2
2021-06-25,841000,849000,835000,838000,199611,0.008423586040914532,230440,125.71,3.64,6666,1.19,10000,2,2
2021-06-28,838000,839000,830000,830000,89725,-0.009546539379474916,230440,124.51,3.6,6666,1.2,10000,2,2
2021-06-29,840000,840000,830000,839000,196036,0.010843373493975905,230440,125.86,3.64,6666,1.19,10000,1,2
2021-06-30,848000,863000,841000,850000,309353,0.013110846245530494,230440,127.51,3.69,6666,1.18,10000,2,2
2021-07-01,851000,870000,843000,845000,327945,-0.00588235294117645,230440,126.76,3.67,6666,1.18,10000,2,2
2021-07-02,850000,856000,845000,849000,132383,0.004733727810650956,230440,127.36,3.68,6666,1.18,10000,2,2
2021-07-05,856000,875000,851000,870000,221078,0.02473498233215543,230440,130.51,3.78,6666,1.15,10000,0,2
2021-07-06,874000,874000,863000,873000,156056,0.0034482758620688614,230440,130.96,3.79,6666,1.15,10000,2,2
2021-07-07,880000,880000,866000,872000,139395,-0.001145475372279492,230440,130.81,3.78,6666,1.15,10000,2,2
2021-07-08,873000,873000,854000,859000,220628,-0.014908256880733939,230440,128.86,3.73,6666,1.16,10000,2,2
2021-07-09,859000,865000,830000,833000,277158,-0.030267753201396963,230440,124.96,3.61,6666,1.2,10000,2,2
2021-07-12,842000,849000,833000,849000,151667,0.019207683073229287,230440,127.36,3.68,6666,1.18,10000,0,2
2021-07-13,860000,860000,840000,840000,160012,-0.010600706713780883,230440,126.01,3.65,6666,1.19,10000,2,2
2021-07-14,846000,858000,837000,844000,235349,0.004761904761904745,230440,126.61,3.66,6666,1.18,10000,2,2
2021-07-15,844000,846000,817000,818000,371147,-0.03080568720379151,230440,122.71,3.55,6666,1.22,10000,2,2
2021-07-16,820000,828000,818000,828000,215692,0.012224938875305513,230440,124.21,3.59,6666,1.21,10000,0,2
2021-07-19,827000,828000,820000,820000,126570,-0.009661835748792313,230440,123.01,3.56,6666,1.22,10000,2,2
2021-07-20,810000,818000,809000,815000,104113,-0.0060975609756097615,230440,122.26,3.54,6666,1.23,10000,2,2
2021-07-21,823000,823000,810000,810000,146224,-0.006134969325153339,230440,121.51,3.52,6666,1.23,10000,2,2
2021-07-22,820000,826000,815000,826000,232708,0.01975308641975304,230440,123.91,3.58,6666,1.21,10000,2,2
2021-07-23,835000,835000,820000,828000,149803,0.002421307506053294,230440,124.21,3.59,6666,1.21,10000,2,2
2021-07-26,827000,827000,815000,817000,182829,-0.01328502415458932,230440,122.56,3.55,6666,1.22,10000,0,2
2021-07-27,827000,837000,823000,835000,326286,0.022031823745410017,230440,125.26,3.62,6666,1.2,10000,2,2
2021-07-28,831000,836000,827000,835000,252183,0.0,230440,125.26,3.62,6666,1.2,10000,2,2
2021-07-29,843000,843000,831000,835000,142235,0.0,230440,125.26,3.62,6666,1.2,10000,2,2
2021-07-30,845000,857000,836000,842000,318555,0.008383233532934131,230440,126.31,3.65,6666,1.19,10000,2,2
2021-08-02,848000,865000,830000,864000,314349,0.026128266033254244,230440,129.61,3.75,6666,1.16,10000,2,2
2021-08-03,872000,872000,850000,853000,224682,-0.01273148148148151,230440,127.96,3.7,6666,1.17,10000,1,2
2021-08-04,846000,862000,832000,856000,227941,0.003516998827667095,230440,128.41,3.71,6666,1.17,10000,0,2
2021-08-05,849000,862000,845000,857000,228011,0.001168224299065379,230440,128.56,3.72,6666,1.17,10000,0,2
2021-08-06,859000,860000,841000,842000,181169,-0.017502917152858788,230440,126.31,3.65,6666,1.19,10000,2,2
2021-08-09,843000,847000,835000,846000,162031,0.004750593824228044,230440,126.91,3.67,6666,1.18,10000,0,2
2021-08-10,852000,855000,840000,852000,200490,0.007092198581560183,230440,127.81,3.7,6666,1.17,10000,2,2
2021-08-11,855000,863000,842000,851000,232194,-0.0011737089201877549,230440,127.66,3.69,6666,1.18,10000,0,2
2021-08-12,861000,879000,856000,878000,448345,0.031727379553466495,230440,131.71,3.81,6666,1.14,10000,2,2
2021-08-13,882000,899000,878000,896000,398111,0.0205011389521641,230440,134.41,3.89,6666,1.12,10000,1,2
2021-08-17,900000,903000,885000,893000,286560,-0.0033482142857143016,230440,133.96,3.88,6666,1.12,10000,0,2
2021-08-18,907000,908000,885000,896000,166366,0.0033594624860022737,230440,134.41,3.89,6666,1.12,10000,1,2
2021-08-19,892000,900000,887000,894000,250867,-0.0022321428571429047,230440,134.11,3.88,6666,1.12,10000,0,2
2021-08-20,903000,910000,892000,898000,220082,0.004474272930648837,230440,134.71,3.9,6666,1.11,10000,0,2
2021-08-23,865000,869000,789000,798000,944586,-0.11135857461024501,230440,119.71,3.46,6666,1.25,10000,2,2
2021-08-24,775000,810000,772000,787000,895863,-0.013784461152882233,230440,118.06,3.42,6666,1.27,10000,1,2
2021-08-25,791000,805000,790000,799000,459360,0.015247776365946653,230440,119.86,3.47,6666,1.25,10000,2,2
2021-08-26,798000,802000,785000,788000,240562,-0.013767209011264048,230440,118.21,3.42,6666,1.27,10000,2,2
2021-08-27,782000,788000,757000,783000,353049,-0.006345177664974666,230440,117.46,3.4,6666,1.28,10000,1,2
2021-08-30,787000,789000,767000,770000,252845,-0.016602809706257937,230440,115.51,3.34,6666,1.3,10000,2,2
2021-08-31,770000,777000,752000,758000,577128,-0.01558441558441559,230440,113.71,3.29,6666,1.32,10000,2,2
2021-09-01,763000,766000,721000,721000,906907,-0.04881266490765168,230440,108.16,3.13,6666,1.39,10000,2,2
2021-09-02,715000,721000,705000,711000,781458,-0.01386962552011095,230440,106.66,3.09,6666,1.41,10000,2,2
2021-09-03,703000,726000,696000,725000,718380,0.019690576652601877,230440,108.76,3.15,6666,1.38,10000,2,2
2021-09-06,720000,754000,717000,750000,545952,0.034482758620689724,230440,112.51,3.25,6666,1.33,10000,2,2
2021-09-07,757000,761000,747000,758000,411836,0.010666666666666602,230440,113.71,3.29,6666,1.32,10000,1,2
2021-09-08,758000,760000,749000,756000,301550,-0.0026385224274406704,230440,113.41,3.28,6666,1.32,10000,2,2
2021-09-09,748000,752000,739000,748000,313846,-0.010582010582010581,230440,112.21,3.25,6666,1.34,10000,2,2
2021-09-10,748000,753000,740000,740000,267584,-0.010695187165775444,230440,111.01,3.21,6666,1.35,10000,2,2
2021-09-13,734000,747000,727000,747000,312766,0.009459459459459474,230440,112.06,3.24,6666,1.34,10000,2,2
2021-09-14,744000,748000,729000,734000,243009,-0.01740294511378848,230440,110.11,3.19,6666,1.36,10000,2,2
2021-09-15,723000,725000,706000,718000,449681,-0.021798365122615793,230440,107.71,3.12,6666,1.39,10000,1,2
