,const,code,date,lstm,arima,fbprophet,RL,mail_news,mail_news_nsi,asia_news,asia_news_nsi,sampro_youtube,hk_youtube,suka_youtube,change,logit,up_ratio
0,1.0,660,2021-09-17,106484.5673828125,104246.15703999254,104796.46689129667,0,0.5,100.0,0.3056410256410257,61.12820512820512,0.24351458872358006,0.5351223945617676,0.0,1,1,0.5280630448978006
1,1.0,660,2021-09-23,105696.669921875,106592.23490395244,103612.18451504377,-1,0.5,100.33333333333331,0.4713474025974026,94.51948051948051,0.4616166651248932,0.3979600009818872,0.0,-1,-1,0.33075035625107535
2,1.0,660,2021-09-24,105064.572265625,105347.85773079506,103355.05135970174,1,0.18666666666666668,37.333333333333336,0.4577380952380953,91.54761904761908,0.07909926027059555,0.36501017212867737,0.0,-1,-1,0.3610957314530694
3,1.0,660,2021-09-27,105996.59765625,104174.31421801554,102156.17804706373,1,0.3571428571428571,71.42857142857143,0.5256832910679065,105.36742744435051,0.16317216865718365,0.36501017212867737,0.0,1,-1,0.46374853046170345
4,1.0,660,2021-09-28,104404.056640625,104586.03188903985,102209.26784632372,-1,0.4031746031746032,80.80158730158729,0.2820616883116883,56.537337662337656,0.3264857396483421,0.36501017212867737,0.0,-1,-1,0.3186579602574659
5,1.0,660,2021-09-29,105005.06787109376,103492.60329434244,101780.14264193439,0,0.35714285714285715,71.42857142857143,0.35,70.0,0.2841523662209511,0.36501017212867737,0.0,-1,-1,0.41385995925675173
6,1.0,660,2021-09-30,100553.57250976562,99993.48999704183,101720.97212373477,0,0.2,40.0,0.0,0.0,0.2673412437240283,0.4959559440612793,0.0,1,-1,0.4120169717237745
7,1.0,660,2021-10-01,100489.79516601562,102619.70815488418,101424.30921734507,0,0.5,100.0,0.20122549019607844,40.49509803921569,0.3677166936298211,0.9657880663871764,0.0,-1,-1,0.2945624892408284
8,1.0,660,2021-10-05,100433.62817382812,100140.16683684604,100241.57157897939,1,0.5007575757575757,100.40151515151514,0.3120851370851371,62.41702741702743,0.4779928028583527,0.9657880663871764,0.0,-1,-1,0.45512438530336063
9,1.0,660,2021-10-06,98583.23620605467,98117.96012738538,99836.20338691896,-1,0.1880952380952381,37.619047619047606,0.08333333333333333,16.666666666666654,0.8897123932838441,0.9657880663871764,0.0,-1,-1,0.4363643368021505
