Date,Open,High,Low,Close,Volume,Change,BPS,PER,PBR,EPS,DIV,DPS,Action,act
2021-04-22,134500,135500,133000,133000,3007457,0.0037735849056603765,65836,45.19,2.02,2943,0.75,1000,0,2
2021-04-23,130500,132500,128500,132500,4854412,-0.003759398496240629,65836,45.02,2.01,2943,0.75,1000,1,2
2021-04-26,132500,132500,130500,131500,2904879,-0.007547169811320753,65836,44.68,2.0,2943,0.76,1000,0,2
2021-04-27,133000,136000,132500,135000,3394650,0.026615969581748944,65836,45.87,2.05,2943,0.74,1000,0,2
2021-04-28,134500,135000,130000,130000,5596760,-0.03703703703703709,65836,44.17,1.97,2943,0.77,1000,0,2
2021-04-29,132000,133000,129000,130000,3738266,0.0,65836,44.17,1.97,2943,0.77,1000,2,2
2021-04-30,130000,130500,126500,128000,3955947,-0.01538461538461533,65836,43.49,1.94,2943,0.78,1000,0,2
2021-05-03,127500,132500,127000,131500,4085398,0.02734375,71275,18.92,1.84,6952,0.89,1170,1,2
2021-05-04,130500,132000,129000,132000,2547004,0.0038022813688212143,71275,18.99,1.85,6952,0.89,1170,1,2
2021-05-06,130000,130500,128000,129000,4211535,-0.022727272727272707,71275,18.56,1.81,6952,0.91,1170,2,2
2021-05-07,128000,131000,127000,129500,3450323,0.003875968992248069,71275,18.63,1.82,6952,0.9,1170,0,2
2021-05-10,131000,131000,128500,130000,3067077,0.0038610038610038533,71275,18.7,1.82,6952,0.9,1170,2,2
2021-05-11,127000,127500,122000,123000,9882491,-0.05384615384615388,71275,17.69,1.73,6952,0.95,1170,0,2
2021-05-12,123000,123500,119000,119500,8272196,-0.028455284552845517,71275,17.19,1.68,6952,0.98,1170,2,2
2021-05-13,116000,118500,115500,117500,6042025,-0.01673640167364021,71275,16.9,1.65,6952,1.0,1170,1,2
2021-05-14,118500,120000,118000,118500,3227201,0.008510638297872353,71275,17.05,1.66,6952,0.99,1170,0,2
2021-05-17,120000,120000,117000,117500,3110127,-0.008438818565400852,71275,16.9,1.65,6952,1.0,1170,0,2
2021-05-18,117500,122000,117500,121000,3470048,0.029787234042553123,71275,17.41,1.7,6952,0.97,1170,2,2
2021-05-20,121000,124000,119500,122500,4600751,0.012396694214876103,71275,17.62,1.72,6952,0.96,1170,2,2
2021-05-21,124500,125500,121000,122500,4062695,0.0,71275,17.62,1.72,6952,0.96,1170,0,2
2021-05-24,122000,122500,119000,119500,3188734,-0.024489795918367308,71275,17.19,1.68,6952,0.98,1170,2,2
2021-05-25,121500,123000,120500,123000,3258364,0.029288702928870203,71275,17.69,1.73,6952,0.95,1170,2,2
2021-05-26,124000,124500,122000,123000,3015522,0.0,71275,17.69,1.73,6952,0.95,1170,2,2
2021-05-27,124500,126000,123000,125500,4539067,0.020325203252032464,71275,18.05,1.76,6952,0.93,1170,0,2
2021-05-28,126500,126500,124000,125000,2332971,-0.003984063745019917,71275,17.98,1.75,6952,0.94,1170,1,2
2021-05-31,126000,127000,124000,127000,2448074,0.016000000000000014,71275,18.27,1.78,6952,0.92,1170,2,2
2021-06-01,127000,129000,126000,128500,2819179,0.011811023622047223,71275,18.48,1.8,6952,0.91,1170,2,2
2021-06-02,128500,129000,125500,126000,2885654,-0.01945525291828798,71275,18.12,1.77,6952,0.93,1170,2,2
2021-06-03,127000,130000,126500,129000,3353993,0.023809523809523725,71275,18.56,1.81,6952,0.91,1170,2,2
2021-06-04,127500,129000,126500,128500,2555891,-0.003875968992248069,71275,18.48,1.8,6952,0.91,1170,1,2
2021-06-07,129500,130000,128000,128500,2562918,0.0,71275,18.48,1.8,6952,0.91,1170,2,2
2021-06-08,127000,127500,125000,127500,4194955,-0.0077821011673151474,71275,18.34,1.79,6952,0.92,1170,0,2
2021-06-09,125500,126000,122500,122500,6087592,-0.039215686274509776,71275,17.62,1.72,6952,0.96,1170,2,2
2021-06-10,122500,124000,120500,123000,4533076,0.004081632653061273,71275,17.69,1.73,6952,0.95,1170,2,2
2021-06-11,124500,128500,124000,128000,4868608,0.04065040650406515,71275,18.41,1.8,6952,0.91,1170,2,2
2021-06-14,127000,127500,125500,127000,2022730,-0.0078125,71275,18.27,1.78,6952,0.92,1170,1,2
2021-06-15,128500,129500,128000,128500,1975082,0.011811023622047223,71275,18.48,1.8,6952,0.91,1170,2,2
2021-06-16,128000,129500,127000,129500,1893752,0.0077821011673151474,71275,18.63,1.82,6952,0.9,1170,1,2
2021-06-17,127000,128000,126000,126500,2123793,-0.02316602316602312,71275,18.2,1.77,6952,0.92,1170,0,2
2021-06-18,127500,127500,124500,124500,2506112,-0.015810276679841917,71275,17.91,1.75,6952,0.94,1170,1,2
2021-06-21,121000,123000,120500,122000,3275288,-0.02008032128514059,71275,17.55,1.71,6952,0.96,1170,0,2
2021-06-22,122500,123500,122000,122000,2179712,0.0,71275,17.55,1.71,6952,0.96,1170,2,2
2021-06-23,122500,124500,122000,124000,2703658,0.016393442622950838,71275,17.84,1.74,6952,0.94,1170,1,2
2021-06-24,124000,126500,123500,126000,2646407,0.016129032258064502,71275,18.12,1.77,6952,0.93,1170,2,2
2021-06-25,128000,129000,127500,128500,2531018,0.01984126984126977,71275,18.48,1.8,6952,0.91,1170,0,2
2021-06-28,129000,129500,126000,126000,2402730,-0.01945525291828798,71275,18.12,1.77,6952,0.93,1170,2,2
2021-06-29,127500,128000,125000,125000,2211572,-0.007936507936507908,71275,17.98,1.75,6952,0.94,1170,0,2
2021-06-30,126500,129500,126000,127500,4346027,0.020000000000000018,71275,18.34,1.79,6952,0.92,1170,2,2
2021-07-01,127500,128000,124000,124500,3336174,-0.02352941176470591,71275,17.91,1.75,6952,0.94,1170,2,2
2021-07-02,122500,123500,121500,122500,3983921,-0.016064257028112428,71275,17.62,1.72,6952,0.96,1170,0,2
2021-07-05,123500,124500,122500,123000,1632551,0.004081632653061273,71275,17.69,1.73,6952,0.95,1170,0,2
2021-07-06,124000,126000,123500,125000,2067135,0.016260162601626105,71275,17.98,1.75,6952,0.94,1170,0,2
2021-07-07,125000,125500,122500,123500,2229140,-0.01200000000000001,71275,17.76,1.73,6952,0.95,1170,1,2
2021-07-08,123500,123500,121000,121500,3165552,-0.01619433198380571,71275,17.48,1.7,6952,0.96,1170,2,2
2021-07-09,120500,120500,118000,119500,4823577,-0.016460905349794275,71275,17.19,1.68,6952,0.98,1170,2,2
2021-07-12,121000,122000,119500,120000,2477201,0.004184100418409997,71275,17.26,1.68,6952,0.98,1170,2,2
2021-07-13,121000,123500,121000,123000,2879072,0.02499999999999991,71275,17.69,1.73,6952,0.95,1170,2,2
2021-07-14,122500,124000,121500,123500,2443087,0.004065040650406582,71275,17.76,1.73,6952,0.95,1170,2,2
2021-07-15,123500,124000,122500,123500,1500981,0.0,71275,17.76,1.73,6952,0.95,1170,2,2
2021-07-16,122000,122500,120500,121500,2905546,-0.01619433198380571,71275,17.48,1.7,6952,0.96,1170,0,2
2021-07-19,119000,120000,118500,119000,2066638,-0.020576131687242816,71275,17.12,1.67,6952,0.98,1170,2,2
2021-07-20,117500,119500,117500,118500,2070074,-0.004201680672268893,71275,17.05,1.66,6952,0.99,1170,1,2
2021-07-21,119500,120000,116500,117000,2864601,-0.012658227848101222,71275,16.83,1.64,6952,1.0,1170,1,2
2021-07-22,118000,120000,118000,119500,1919233,0.02136752136752129,71275,17.19,1.68,6952,0.98,1170,2,2
2021-07-23,118500,119000,117500,118500,1747651,-0.008368200836820106,71275,17.05,1.66,6952,0.99,1170,0,2
2021-07-26,119500,120000,117000,117000,1836657,-0.012658227848101222,71275,16.83,1.64,6952,1.0,1170,0,2
2021-07-27,118000,119000,116000,116000,2916330,-0.008547008547008517,71275,16.69,1.63,6952,1.01,1170,0,2
2021-07-28,115000,115500,112500,114000,6033084,-0.017241379310344862,71275,16.4,1.6,6952,1.03,1170,2,2
2021-07-29,115000,115500,113000,114000,3054699,0.0,71275,16.4,1.6,6952,1.03,1170,2,2
2021-07-30,114000,114000,112500,112500,2888566,-0.013157894736842146,71275,16.18,1.58,6952,1.04,1170,2,2
2021-08-02,113500,117000,113000,116000,4276730,0.03111111111111109,71275,16.69,1.63,6952,1.01,1170,2,2
2021-08-03,118000,120500,117000,120000,4396423,0.034482758620689724,71275,17.26,1.68,6952,0.98,1170,2,2
2021-08-04,122000,123000,120500,121000,4162635,0.008333333333333304,71275,17.41,1.7,6952,0.97,1170,1,2
2021-08-05,121000,121500,118000,120000,3491584,-0.008264462809917328,71275,17.26,1.68,6952,0.98,1170,2,2
2021-08-06,119000,119500,117500,118000,2209875,-0.01666666666666672,71275,16.97,1.66,6952,0.99,1170,2,2
2021-08-09,117500,118000,116000,116000,2755724,-0.016949152542372836,71275,16.69,1.63,6952,1.01,1170,2,2
2021-08-10,115000,115500,112000,112500,5420223,-0.030172413793103425,71275,16.18,1.58,6952,1.04,1170,2,2
2021-08-11,109000,110000,105000,105500,13715267,-0.06222222222222218,71275,15.18,1.48,6952,1.11,1170,2,2
2021-08-12,102000,104000,99800,100500,19150647,-0.04739336492891,71275,14.46,1.41,6952,1.16,1170,1,2
2021-08-13,99600,101500,98900,101500,11622957,0.00995024875621886,71275,14.6,1.42,6952,1.15,1170,2,2
2021-08-17,101000,103500,100500,101500,7851717,0.0,71275,14.6,1.42,6952,1.15,1170,2,2
2021-08-18,103000,105500,101500,104000,8047599,0.024630541871921263,71275,14.96,1.46,6952,1.13,1170,2,2
2021-08-19,103000,105500,101500,102500,6161038,-0.014423076923076872,71275,14.74,1.44,6952,1.14,1170,2,2
2021-08-20,104000,104500,102000,102500,4719139,0.0,71275,14.74,1.44,6952,1.14,1170,2,2
2021-08-23,104500,105000,103000,103000,4515699,0.004878048780487809,71275,14.82,1.45,6952,1.14,1170,2,2
2021-08-24,104500,105500,104000,105000,4454743,0.01941747572815533,71275,15.1,1.47,6952,1.11,1170,2,2
2021-08-25,106000,106000,102500,103500,3194555,-0.014285714285714235,71275,14.89,1.45,6952,1.13,1170,2,2
2021-08-26,106000,106500,103500,104000,3694741,0.004830917874396157,71275,14.96,1.46,6952,1.13,1170,2,2
2021-08-27,103500,104500,101000,103500,3507782,-0.004807692307692291,71275,14.89,1.45,6952,1.13,1170,2,2
2021-08-30,105000,105500,103500,103500,1815758,0.0,71275,14.89,1.45,6952,1.13,1170,2,2
2021-08-31,103500,106500,102000,106500,4979276,0.02898550724637672,71275,15.32,1.49,6952,1.1,1170,2,2
2021-09-01,106000,108000,104500,108000,4736183,0.014084507042253502,71275,15.54,1.52,6952,1.08,1170,2,2
2021-09-02,108000,108500,106000,106500,2724565,-0.01388888888888884,71275,15.32,1.49,6952,1.1,1170,2,2
2021-09-03,106500,107500,106000,107000,2513486,0.0046948356807512415,71275,15.39,1.5,6952,1.09,1170,2,2
2021-09-06,106500,107000,105000,106000,1888595,-0.009345794392523366,71275,15.25,1.49,6952,1.1,1170,2,2
2021-09-07,105500,106000,104000,104500,2547667,-0.014150943396226467,71275,15.03,1.47,6952,1.12,1170,1,2
2021-09-08,104000,107500,103500,106000,2891267,0.014354066985645897,71275,15.25,1.49,6952,1.1,1170,2,2
2021-09-09,105000,106000,103000,103000,3233011,-0.028301886792452824,71275,14.82,1.45,6952,1.14,1170,2,2
2021-09-10,103500,105500,103000,105000,1999369,0.01941747572815533,71275,15.1,1.47,6952,1.11,1170,2,2
2021-09-13,105000,107000,104000,106500,1923344,0.014285714285714235,71275,15.32,1.49,6952,1.1,1170,2,2
2021-09-14,107500,108500,106500,107500,2463248,0.009389671361502261,71275,15.46,1.51,6952,1.09,1170,2,2
2021-09-15,107500,107500,105500,107500,2797024,0.0,71275,15.46,1.51,6952,1.09,1170,2,2
